interview_uuid,category,created,text,body,caption_var
b7339943af1c4ee2b3bba8ba5e08c05b,demographics,57:39.3,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years),demo
b7339943af1c4ee2b3bba8ba5e08c05b,demographics,57:39.3,What is your favourite (most experienced) genre(s) of live-televised programming?,4. Talk shows,demo
b7339943af1c4ee2b3bba8ba5e08c05b,demographics,57:39.3,How often do you use closed captions when watching live-televised programming?,1. Always,demo
b7339943af1c4ee2b3bba8ba5e08c05b,demographics,57:39.3,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
251c2fe6ba68411fb35936305f643946,demographics,35:13.9,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
251c2fe6ba68411fb35936305f643946,demographics,35:13.9,What is your gender?,2. Male,demo
251c2fe6ba68411fb35936305f643946,demographics,35:13.9,What is your age?,1. 18-29,demo
251c2fe6ba68411fb35936305f643946,demographics,35:13.9,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
251c2fe6ba68411fb35936305f643946,demographics,35:13.9,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
251c2fe6ba68411fb35936305f643946,demographics,35:13.9,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
251c2fe6ba68411fb35936305f643946,demographics,35:13.9,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
c55ec24679f14f9995b3f092258f9a0b,demographics,35:53.4,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
c55ec24679f14f9995b3f092258f9a0b,demographics,35:53.4,What is your gender?,1. Female,demo
c55ec24679f14f9995b3f092258f9a0b,demographics,35:53.4,What is your age?,1. 18-29,demo
c55ec24679f14f9995b3f092258f9a0b,demographics,35:53.4,What is your highest level of education completed?,5. Graduate school,demo
c55ec24679f14f9995b3f092258f9a0b,demographics,35:53.4,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
c55ec24679f14f9995b3f092258f9a0b,demographics,35:53.4,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
c55ec24679f14f9995b3f092258f9a0b,demographics,35:53.4,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
ea97031c50f2492eb18fef9b4cb345b7,demographics,38:39.5,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,5. Other (Please specify in the comments section below),demo
ea97031c50f2492eb18fef9b4cb345b7,demographics,38:39.5,What is your gender?,4. Other (Please specify in the comments section below),demo
ea97031c50f2492eb18fef9b4cb345b7,demographics,38:39.5,What is your age?,5. 60+,demo
ea97031c50f2492eb18fef9b4cb345b7,demographics,38:39.5,What is your highest level of education completed?,5. Graduate school,demo
ea97031c50f2492eb18fef9b4cb345b7,demographics,38:39.5,What is your favourite (most experienced) genre(s) of live-televised programming?,5. Other (Please specify in the comments section below),demo
ea97031c50f2492eb18fef9b4cb345b7,demographics,38:39.5,How often do you use closed captions when watching live-televised programming?,5. Never,demo
ea97031c50f2492eb18fef9b4cb345b7,demographics,38:39.5,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
518c29947b194185ac58d7477cb1938d,demographics,38:42.2,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,5. Other (Please specify in the comments section below),demo
518c29947b194185ac58d7477cb1938d,demographics,38:42.2,What is your gender?,4. Other (Please specify in the comments section below),demo
518c29947b194185ac58d7477cb1938d,demographics,38:42.2,What is your age?,5. 60+,demo
518c29947b194185ac58d7477cb1938d,demographics,38:42.2,What is your highest level of education completed?,5. Graduate school,demo
518c29947b194185ac58d7477cb1938d,demographics,38:42.2,What is your favourite (most experienced) genre(s) of live-televised programming?,5. Other (Please specify in the comments section below),demo
518c29947b194185ac58d7477cb1938d,demographics,38:42.2,How often do you use closed captions when watching live-televised programming?,5. Never,demo
518c29947b194185ac58d7477cb1938d,demographics,38:42.2,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
fe412c5ac1544fd6aa627bdcf06b7982,demographics,39:07.6,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
fe412c5ac1544fd6aa627bdcf06b7982,demographics,39:07.6,What is your gender?,1. Female,demo
fe412c5ac1544fd6aa627bdcf06b7982,demographics,39:07.6,What is your age?,1. 18-29,demo
fe412c5ac1544fd6aa627bdcf06b7982,demographics,39:07.6,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years),demo
fe412c5ac1544fd6aa627bdcf06b7982,demographics,39:07.6,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
fe412c5ac1544fd6aa627bdcf06b7982,demographics,39:07.6,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
fe412c5ac1544fd6aa627bdcf06b7982,demographics,39:07.6,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
4b985654578649ea9e261bc1cc46c464,demographics,39:28.8,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
4b985654578649ea9e261bc1cc46c464,demographics,39:28.8,What is your gender?,2. Male,demo
4b985654578649ea9e261bc1cc46c464,demographics,39:28.8,What is your age?,1. 18-29,demo
4b985654578649ea9e261bc1cc46c464,demographics,39:28.8,What is your highest level of education completed?,5. Graduate school,demo
4b985654578649ea9e261bc1cc46c464,demographics,39:28.8,What is your favourite (most experienced) genre(s) of live-televised programming?,4. Talk shows,demo
4b985654578649ea9e261bc1cc46c464,demographics,39:28.8,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
4b985654578649ea9e261bc1cc46c464,demographics,39:28.8,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
ab4298fd501f4feca380d24363102ae4,demographics,40:32.5,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
ab4298fd501f4feca380d24363102ae4,demographics,40:32.5,What is your gender?,2. Male,demo
ab4298fd501f4feca380d24363102ae4,demographics,40:32.5,What is your age?,1. 18-29,demo
ab4298fd501f4feca380d24363102ae4,demographics,40:32.5,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years),demo
ab4298fd501f4feca380d24363102ae4,demographics,40:32.5,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
ab4298fd501f4feca380d24363102ae4,demographics,40:32.5,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
ab4298fd501f4feca380d24363102ae4,demographics,40:32.5,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
fc70ba764036421f8a6cc391a195abf5,demographics,42:40.7,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
fc70ba764036421f8a6cc391a195abf5,demographics,42:40.7,What is your gender?,2. Male,demo
fc70ba764036421f8a6cc391a195abf5,demographics,42:40.7,What is your age?,1. 18-29,demo
fc70ba764036421f8a6cc391a195abf5,demographics,42:40.7,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
fc70ba764036421f8a6cc391a195abf5,demographics,42:40.7,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
fc70ba764036421f8a6cc391a195abf5,demographics,42:40.7,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
fc70ba764036421f8a6cc391a195abf5,demographics,42:40.7,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
3a0856aca08f4d97ad78d136c67245c0,demographics,44:34.7,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,5. Other (Please specify in the comments section below),demo
3a0856aca08f4d97ad78d136c67245c0,demographics,44:34.7,What is your gender?,1. Female,demo
3a0856aca08f4d97ad78d136c67245c0,demographics,44:34.7,What is your age?,1. 18-29,demo
3a0856aca08f4d97ad78d136c67245c0,demographics,44:34.7,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
3a0856aca08f4d97ad78d136c67245c0,demographics,44:34.7,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
3a0856aca08f4d97ad78d136c67245c0,demographics,44:34.7,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
3a0856aca08f4d97ad78d136c67245c0,demographics,44:34.7,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
ff0696e0e2bc4755af2215a733a5e292,demographics,48:25.7,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
ff0696e0e2bc4755af2215a733a5e292,demographics,48:25.7,What is your gender?,2. Male,demo
ff0696e0e2bc4755af2215a733a5e292,demographics,48:25.7,What is your age?,2. 30-39,demo
ff0696e0e2bc4755af2215a733a5e292,demographics,48:25.7,What is your highest level of education completed?,5. Graduate school,demo
ff0696e0e2bc4755af2215a733a5e292,demographics,48:25.7,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast,demo
ff0696e0e2bc4755af2215a733a5e292,demographics,48:25.7,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
ff0696e0e2bc4755af2215a733a5e292,demographics,48:25.7,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
b1cfb3e0d116455ca390db9924fd8c73,demographics,51:39.1,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
b1cfb3e0d116455ca390db9924fd8c73,demographics,51:39.1,What is your gender?,2. Male,demo
b1cfb3e0d116455ca390db9924fd8c73,demographics,51:39.1,What is your age?,2. 30-39,demo
b1cfb3e0d116455ca390db9924fd8c73,demographics,51:39.1,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
b1cfb3e0d116455ca390db9924fd8c73,demographics,51:39.1,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
b1cfb3e0d116455ca390db9924fd8c73,demographics,51:39.1,How often do you use closed captions when watching live-televised programming?,1. Always,demo
b1cfb3e0d116455ca390db9924fd8c73,demographics,51:39.1,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
dd54ebdd22a840c3b019561b7976a650,demographics,53:58.5,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
dd54ebdd22a840c3b019561b7976a650,demographics,53:58.5,What is your gender?,2. Male,demo
dd54ebdd22a840c3b019561b7976a650,demographics,53:58.5,What is your age?,2. 30-39,demo
dd54ebdd22a840c3b019561b7976a650,demographics,53:58.5,What is your highest level of education completed?,5. Graduate school,demo
dd54ebdd22a840c3b019561b7976a650,demographics,53:58.5,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
dd54ebdd22a840c3b019561b7976a650,demographics,53:58.5,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
dd54ebdd22a840c3b019561b7976a650,demographics,53:58.5,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
d6a7517ee1534cdb8497a8ff4b38fda6,demographics,01:43.6,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,5. Other (Please specify in the comments section below),demo
d6a7517ee1534cdb8497a8ff4b38fda6,demographics,01:43.6,What is your gender?,2. Male,demo
d6a7517ee1534cdb8497a8ff4b38fda6,demographics,01:43.6,What is your age?,1. 18-29,demo
d6a7517ee1534cdb8497a8ff4b38fda6,demographics,01:43.6,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
d6a7517ee1534cdb8497a8ff4b38fda6,demographics,01:43.6,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
d6a7517ee1534cdb8497a8ff4b38fda6,demographics,01:43.6,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
d6a7517ee1534cdb8497a8ff4b38fda6,demographics,01:43.6,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
3957ef3c8c434e68aa39a0d6417c2a96,demographics,09:59.6,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
3957ef3c8c434e68aa39a0d6417c2a96,demographics,09:59.6,What is your gender?,1. Female,demo
3957ef3c8c434e68aa39a0d6417c2a96,demographics,09:59.6,What is your age?,1. 18-29,demo
3957ef3c8c434e68aa39a0d6417c2a96,demographics,09:59.6,What is your highest level of education completed?,5. Graduate school,demo
3957ef3c8c434e68aa39a0d6417c2a96,demographics,09:59.6,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
3957ef3c8c434e68aa39a0d6417c2a96,demographics,09:59.6,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
3957ef3c8c434e68aa39a0d6417c2a96,demographics,09:59.6,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
2de39fbe37a2434a91a8f25b5ceea19c,demographics,16:28.7,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
2de39fbe37a2434a91a8f25b5ceea19c,demographics,16:28.7,What is your gender?,1. Female,demo
2de39fbe37a2434a91a8f25b5ceea19c,demographics,16:28.7,What is your age?,2. 30-39,demo
2de39fbe37a2434a91a8f25b5ceea19c,demographics,16:28.7,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
2de39fbe37a2434a91a8f25b5ceea19c,demographics,16:28.7,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
2de39fbe37a2434a91a8f25b5ceea19c,demographics,16:28.7,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
2de39fbe37a2434a91a8f25b5ceea19c,demographics,16:28.7,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
4b86aa82a83f4a4a990ef34a6dec1a03,demographics,53:38.4,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
4b86aa82a83f4a4a990ef34a6dec1a03,demographics,53:38.4,What is your gender?,2. Male,demo
4b86aa82a83f4a4a990ef34a6dec1a03,demographics,53:38.4,What is your age?,1. 18-29,demo
4b86aa82a83f4a4a990ef34a6dec1a03,demographics,53:38.4,What is your highest level of education completed?,2. High school,demo
4b86aa82a83f4a4a990ef34a6dec1a03,demographics,53:38.4,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
4b86aa82a83f4a4a990ef34a6dec1a03,demographics,53:38.4,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
4b86aa82a83f4a4a990ef34a6dec1a03,demographics,53:38.4,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
d51835f3aaa14e2b81a9f5c4fbacdaa2,demographics,56:48.1,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
d51835f3aaa14e2b81a9f5c4fbacdaa2,demographics,56:48.1,What is your gender?,2. Male,demo
d51835f3aaa14e2b81a9f5c4fbacdaa2,demographics,56:48.1,What is your age?,2. 30-39,demo
d51835f3aaa14e2b81a9f5c4fbacdaa2,demographics,56:48.1,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
d51835f3aaa14e2b81a9f5c4fbacdaa2,demographics,56:48.1,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
d51835f3aaa14e2b81a9f5c4fbacdaa2,demographics,56:48.1,How often do you use closed captions when watching live-televised programming?,1. Always,demo
d51835f3aaa14e2b81a9f5c4fbacdaa2,demographics,56:48.1,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
836ce291e0424e24bf38d60d0e2f5acf,demographics,58:38.6,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,5. Other (Please specify in the comments section below),demo
836ce291e0424e24bf38d60d0e2f5acf,demographics,58:38.6,What is your gender?,2. Male,demo
836ce291e0424e24bf38d60d0e2f5acf,demographics,58:38.6,What is your age?,2. 30-39,demo
836ce291e0424e24bf38d60d0e2f5acf,demographics,58:38.6,What is your highest level of education completed?,5. Graduate school,demo
836ce291e0424e24bf38d60d0e2f5acf,demographics,58:38.6,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
836ce291e0424e24bf38d60d0e2f5acf,demographics,58:38.6,How often do you use closed captions when watching live-televised programming?,1. Always,demo
836ce291e0424e24bf38d60d0e2f5acf,demographics,58:38.6,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
6516592bdd1c419e9510415b36121bea,demographics,46:42.1,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
6516592bdd1c419e9510415b36121bea,demographics,46:42.1,What is your gender?,1. Female,demo
6516592bdd1c419e9510415b36121bea,demographics,46:42.1,What is your age?,2. 30-39,demo
6516592bdd1c419e9510415b36121bea,demographics,46:42.1,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
6516592bdd1c419e9510415b36121bea,demographics,46:42.1,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
6516592bdd1c419e9510415b36121bea,demographics,46:42.1,How often do you use closed captions when watching live-televised programming?,1. Always,demo
6516592bdd1c419e9510415b36121bea,demographics,46:42.1,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
8ad718b2f12a4a7eaae9d26940ea4cfe,demographics,37:48.8,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
8ad718b2f12a4a7eaae9d26940ea4cfe,demographics,37:48.8,What is your gender?,2. Male,demo
8ad718b2f12a4a7eaae9d26940ea4cfe,demographics,37:48.8,What is your age?,3. 40-49,demo
8ad718b2f12a4a7eaae9d26940ea4cfe,demographics,37:48.8,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
8ad718b2f12a4a7eaae9d26940ea4cfe,demographics,37:48.8,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
8ad718b2f12a4a7eaae9d26940ea4cfe,demographics,37:48.8,How often do you use closed captions when watching live-televised programming?,1. Always,demo
8ad718b2f12a4a7eaae9d26940ea4cfe,demographics,37:48.8,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
0c652f0835d04677adc6164fea034be2,demographics,23:40.3,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
0c652f0835d04677adc6164fea034be2,demographics,23:40.3,What is your gender?,1. Female,demo
0c652f0835d04677adc6164fea034be2,demographics,23:40.3,What is your age?,2. 30-39,demo
0c652f0835d04677adc6164fea034be2,demographics,23:40.3,What is your highest level of education completed?,2. High school,demo
0c652f0835d04677adc6164fea034be2,demographics,23:40.3,What is your favourite (most experienced) genre(s) of live-televised programming?,5. Other (Please specify in the comments section below),demo
0c652f0835d04677adc6164fea034be2,demographics,23:40.3,How often do you use closed captions when watching live-televised programming?,1. Always,demo
0c652f0835d04677adc6164fea034be2,demographics,23:40.3,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
1b5e6927654a41bfacb38df795f65661,demographics,54:41.8,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
1b5e6927654a41bfacb38df795f65661,demographics,54:41.8,What is your gender?,1. Female,demo
1b5e6927654a41bfacb38df795f65661,demographics,54:41.8,What is your age?,2. 30-39,demo
1b5e6927654a41bfacb38df795f65661,demographics,54:41.8,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
1b5e6927654a41bfacb38df795f65661,demographics,54:41.8,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
1b5e6927654a41bfacb38df795f65661,demographics,54:41.8,How often do you use closed captions when watching live-televised programming?,1. Always,demo
1b5e6927654a41bfacb38df795f65661,demographics,54:41.8,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
da4fdc69c2204cc2a2d9a4efd7256fbb,demographics,44:21.1,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
da4fdc69c2204cc2a2d9a4efd7256fbb,demographics,44:21.1,What is your gender?,2. Male,demo
da4fdc69c2204cc2a2d9a4efd7256fbb,demographics,44:21.1,What is your age?,1. 18-29,demo
da4fdc69c2204cc2a2d9a4efd7256fbb,demographics,44:21.1,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
da4fdc69c2204cc2a2d9a4efd7256fbb,demographics,44:21.1,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
da4fdc69c2204cc2a2d9a4efd7256fbb,demographics,44:21.1,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
da4fdc69c2204cc2a2d9a4efd7256fbb,demographics,44:21.1,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
7da0e901d854419da76b97e11ddbb1f5,demographics,22:38.9,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
7da0e901d854419da76b97e11ddbb1f5,demographics,22:38.9,What is your gender?,1. Female,demo
7da0e901d854419da76b97e11ddbb1f5,demographics,22:38.9,What is your age?,2. 30-39,demo
7da0e901d854419da76b97e11ddbb1f5,demographics,22:38.9,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years),demo
7da0e901d854419da76b97e11ddbb1f5,demographics,22:38.9,What is your favourite (most experienced) genre(s) of live-televised programming?,5. Other (Please specify in the comments section below),demo
7da0e901d854419da76b97e11ddbb1f5,demographics,22:38.9,How often do you use closed captions when watching live-televised programming?,1. Always,demo
7da0e901d854419da76b97e11ddbb1f5,demographics,22:38.9,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
d45dad5247f4454aa317a3e314253fc4,demographics,19:56.3,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
d45dad5247f4454aa317a3e314253fc4,demographics,19:56.3,What is your gender?,2. Male,demo
d45dad5247f4454aa317a3e314253fc4,demographics,19:56.3,What is your age?,5. 60+,demo
d45dad5247f4454aa317a3e314253fc4,demographics,19:56.3,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
d45dad5247f4454aa317a3e314253fc4,demographics,19:56.3,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast,demo
d45dad5247f4454aa317a3e314253fc4,demographics,19:56.3,How often do you use closed captions when watching live-televised programming?,1. Always,demo
d45dad5247f4454aa317a3e314253fc4,demographics,19:56.3,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
3cc1b4e22a2a49df96f86b83869c9237,demographics,45:45.1,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
3cc1b4e22a2a49df96f86b83869c9237,demographics,45:45.1,What is your gender?,2. Male,demo
3cc1b4e22a2a49df96f86b83869c9237,demographics,45:45.1,What is your age?,2. 30-39,demo
3cc1b4e22a2a49df96f86b83869c9237,demographics,45:45.1,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
3cc1b4e22a2a49df96f86b83869c9237,demographics,45:45.1,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast,demo
3cc1b4e22a2a49df96f86b83869c9237,demographics,45:45.1,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
3cc1b4e22a2a49df96f86b83869c9237,demographics,45:45.1,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
8c3a587490834d43a6a6ddbfdf516a69,demographics,09:08.8,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
8c3a587490834d43a6a6ddbfdf516a69,demographics,09:08.8,What is your gender?,1. Female,demo
8c3a587490834d43a6a6ddbfdf516a69,demographics,09:08.8,What is your age?,2. 30-39,demo
8c3a587490834d43a6a6ddbfdf516a69,demographics,09:08.8,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
8c3a587490834d43a6a6ddbfdf516a69,demographics,09:08.8,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
8c3a587490834d43a6a6ddbfdf516a69,demographics,09:08.8,How often do you use closed captions when watching live-televised programming?,1. Always,demo
8c3a587490834d43a6a6ddbfdf516a69,demographics,09:08.8,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
c45917462fad443fb0555ee51b5d3727,demographics,47:26.4,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
c45917462fad443fb0555ee51b5d3727,demographics,47:26.4,What is your gender?,4. Other (Please specify in the comments section below),demo
c45917462fad443fb0555ee51b5d3727,demographics,47:26.4,What is your age?,1. 18-29,demo
c45917462fad443fb0555ee51b5d3727,demographics,47:26.4,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years),demo
c45917462fad443fb0555ee51b5d3727,demographics,47:26.4,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast,demo
c45917462fad443fb0555ee51b5d3727,demographics,47:26.4,How often do you use closed captions when watching live-televised programming?,1. Always,demo
c45917462fad443fb0555ee51b5d3727,demographics,47:26.4,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
c6197608a4f1477ca6c6c0c17a3b976d,demographics,37:35.4,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
c6197608a4f1477ca6c6c0c17a3b976d,demographics,37:35.4,What is your gender?,1. Female,demo
c6197608a4f1477ca6c6c0c17a3b976d,demographics,37:35.4,What is your age?,3. 40-49,demo
c6197608a4f1477ca6c6c0c17a3b976d,demographics,37:35.4,What is your highest level of education completed?,2. High school,demo
c6197608a4f1477ca6c6c0c17a3b976d,demographics,37:35.4,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
c6197608a4f1477ca6c6c0c17a3b976d,demographics,37:35.4,How often do you use closed captions when watching live-televised programming?,1. Always,demo
c6197608a4f1477ca6c6c0c17a3b976d,demographics,37:35.4,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
7eb8a1f2fdb346d89ae5bdf8df96e3e4,demographics,20:14.9,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
7eb8a1f2fdb346d89ae5bdf8df96e3e4,demographics,20:14.9,What is your gender?,1. Female,demo
7eb8a1f2fdb346d89ae5bdf8df96e3e4,demographics,20:14.9,What is your age?,4. 50-59,demo
7eb8a1f2fdb346d89ae5bdf8df96e3e4,demographics,20:14.9,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
7eb8a1f2fdb346d89ae5bdf8df96e3e4,demographics,20:14.9,What is your favourite (most experienced) genre(s) of live-televised programming?,5. Other (Please specify in the comments section below),demo
7eb8a1f2fdb346d89ae5bdf8df96e3e4,demographics,20:14.9,How often do you use closed captions when watching live-televised programming?,1. Always,demo
7eb8a1f2fdb346d89ae5bdf8df96e3e4,demographics,20:14.9,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
60461644d8714d728dbbac307516c6ad,demographics,20:32.8,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
60461644d8714d728dbbac307516c6ad,demographics,20:32.8,What is your gender?,2. Male,demo
60461644d8714d728dbbac307516c6ad,demographics,20:32.8,What is your age?,3. 40-49,demo
60461644d8714d728dbbac307516c6ad,demographics,20:32.8,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years),demo
60461644d8714d728dbbac307516c6ad,demographics,20:32.8,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
60461644d8714d728dbbac307516c6ad,demographics,20:32.8,How often do you use closed captions when watching live-televised programming?,1. Always,demo
60461644d8714d728dbbac307516c6ad,demographics,20:32.8,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
90bfe0ce60524ebd8fb127aa36f51b97,demographics,50:09.6,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
90bfe0ce60524ebd8fb127aa36f51b97,demographics,50:09.6,What is your gender?,1. Female,demo
90bfe0ce60524ebd8fb127aa36f51b97,demographics,50:09.6,What is your age?,1. 18-29,demo
90bfe0ce60524ebd8fb127aa36f51b97,demographics,50:09.6,What is your highest level of education completed?,2. High school,demo
